,order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,avg_shoe_price,business_type
2656,2657,64,760,399,3,cash,2017-03-17 00:59:41.135,133.0,general
3787,3788,64,734,399,3,debit,2017-03-25 22:30:38.927,133.0,general
2859,2860,98,731,399,3,cash,2017-03-18 11:57:40.089,133.0,general
1641,1642,64,794,399,3,cash,2017-03-02 02:32:19.497,133.0,general
3920,3921,54,914,399,3,debit,2017-03-22 14:16:58.109,133.0,general
644,645,64,710,399,3,debit,2017-03-20 03:55:19.494,133.0,general
3033,3034,64,756,399,3,credit_card,2017-03-02 04:28:12.462,133.0,general
2384,2385,39,919,402,3,cash,2017-03-19 02:07:11.368,134.0,general
271,272,12,727,402,2,credit_card,2017-03-24 22:40:17.851,201.0,general
1078,1079,12,777,402,2,credit_card,2017-03-17 11:48:00.748,201.0,general
1917,1918,12,787,402,2,debit,2017-03-15 20:39:12.647,201.0,general
1049,1050,12,708,402,2,debit,2017-03-01 01:11:03.241,201.0,general
1834,1835,94,938,402,3,credit_card,2017-03-29 09:10:03.722,134.0,general
3060,3061,12,990,402,2,debit,2017-03-22 23:52:29.636,201.0,general
1075,1076,12,961,402,2,debit,2017-03-26 18:04:51.253,201.0,general
1892,1893,12,990,402,2,cash,2017-03-14 08:59:33.360,201.0,general
4150,4151,94,815,402,3,cash,2017-03-29 23:28:49.731,134.0,general
496,497,12,818,402,2,cash,2017-03-04 07:42:18.072,201.0,general
4600,4601,12,990,402,2,credit_card,2017-03-16 02:00:00.861,201.0,general
1318,1319,94,958,402,3,cash,2017-03-09 19:36:25.897,134.0,general
2316,2317,12,794,402,2,debit,2017-03-18 08:41:35.910,201.0,general
4836,4837,94,753,402,3,cash,2017-03-03 11:25:49.960,134.0,general
3946,3947,39,997,402,3,cash,2017-03-03 12:38:12.405,134.0,general
1343,1344,39,953,402,3,credit_card,2017-03-08 20:11:03.389,134.0,general
2794,2795,94,801,402,3,debit,2017-03-08 04:45:33.059,134.0,general
1567,1568,12,753,402,2,cash,2017-03-28 14:51:36.141,201.0,general
1623,1624,94,885,402,3,debit,2017-03-13 09:05:54.440,134.0,general
2179,2180,94,930,402,3,debit,2017-03-29 01:07:25.155,134.0,general
957,958,12,842,402,2,debit,2017-03-10 21:20:21.854,201.0,general
842,843,39,839,402,3,credit_card,2017-03-30 18:53:15.532,134.0,general
3571,3572,12,930,402,2,cash,2017-03-22 02:02:32.215,201.0,general
4772,4773,39,862,402,3,debit,2017-03-25 23:58:52.700,134.0,general
1131,1132,94,822,402,3,credit_card,2017-03-26 14:51:01.093,134.0,general
4291,4292,94,746,402,3,credit_card,2017-03-23 20:48:09.149,134.0,general
413,414,94,934,402,3,debit,2017-03-13 17:36:38.743,134.0,general
2258,2259,12,734,402,2,credit_card,2017-03-19 08:14:40.694,201.0,general
4503,4504,94,975,402,3,credit_card,2017-03-01 23:06:45.504,134.0,general
3127,3128,12,866,402,2,debit,2017-03-15 06:04:53.820,201.0,general
536,537,39,968,402,3,credit_card,2017-03-18 06:40:28.741,134.0,general
4948,4949,12,845,402,2,cash,2017-03-01 10:59:55.168,201.0,general
1509,1510,12,720,402,2,credit_card,2017-03-24 02:24:34.048,201.0,general
2810,2811,12,894,402,2,credit_card,2017-03-11 03:05:27.442,201.0,general
1206,1207,12,721,402,2,debit,2017-03-19 13:15:16.938,201.0,general
4093,4094,94,854,402,3,cash,2017-03-21 01:55:00.387,134.0,general
4254,4255,94,890,402,3,credit_card,2017-03-13 02:43:13.349,134.0,general
2606,2607,94,934,402,3,debit,2017-03-18 01:04:08.798,134.0,general
3558,3559,12,903,402,2,cash,2017-03-28 07:28:09.047,201.0,general
4032,4033,94,931,402,3,credit_card,2017-03-28 14:09:09.938,134.0,general
3729,3730,94,910,402,3,credit_card,2017-03-03 02:54:11.532,134.0,general
1933,1934,32,875,404,4,debit,2017-03-03 05:27:37.548,101.0,general
19,20,63,898,408,3,credit_card,2017-03-29 15:11:52.292,136.0,general
782,783,68,906,408,3,debit,2017-03-22 20:11:43.152,136.0,general
3810,3811,68,875,408,3,credit_card,2017-03-19 04:50:58.724,136.0,general
3376,3377,63,861,408,3,cash,2017-03-25 18:24:00.786,136.0,general
1836,1837,63,871,408,3,cash,2017-03-28 14:32:02.765,136.0,general
811,812,63,796,408,3,credit_card,2017-03-06 23:19:28.724,136.0,general
1550,1551,63,759,408,3,cash,2017-03-21 09:55:09.360,136.0,general
4746,4747,63,717,408,3,debit,2017-03-01 03:48:20.472,136.0,general
2356,2357,68,702,408,3,debit,2017-03-28 16:57:15.387,136.0,general
4296,4297,63,793,408,3,debit,2017-03-07 00:09:27.976,136.0,general
194,195,63,946,408,3,cash,2017-03-12 00:07:19.699,136.0,general
455,456,63,932,408,3,cash,2017-03-29 20:56:08.684,136.0,general
4172,4173,68,787,408,3,cash,2017-03-03 01:54:04.848,136.0,general
2527,2528,58,723,414,3,cash,2017-03-01 11:17:59.942,138.0,general
109,110,58,774,414,3,cash,2017-03-01 10:01:22.975,138.0,general
363,364,58,889,414,3,debit,2017-03-04 18:43:37.789,138.0,general
1673,1674,58,749,414,3,debit,2017-03-21 20:27:13.609,138.0,general
286,287,58,860,414,3,debit,2017-03-15 21:12:10.872,138.0,general
4972,4973,58,725,414,3,debit,2017-03-08 10:42:53.131,138.0,general
3458,3459,24,913,420,3,cash,2017-03-09 13:19:49.145,140.0,general
4718,4719,24,703,420,3,debit,2017-03-10 12:26:34.059,140.0,general
1418,1419,24,971,420,3,credit_card,2017-03-12 21:57:30.959,140.0,general
749,750,24,782,420,3,credit_card,2017-03-02 10:43:39.096,140.0,general
3448,3449,24,942,420,3,cash,2017-03-01 07:25:41.397,140.0,general
506,507,24,896,420,3,credit_card,2017-03-14 09:59:34.275,140.0,general
1158,1159,24,786,420,3,credit_card,2017-03-08 12:51:57.740,140.0,general
3638,3639,24,956,420,3,credit_card,2017-03-24 23:00:35.798,140.0,general
898,899,24,727,420,3,debit,2017-03-26 12:59:11.563,140.0,general
313,314,24,938,420,3,credit_card,2017-03-14 07:24:48.549,140.0,general
4389,4390,24,781,420,3,credit_card,2017-03-25 17:03:39.392,140.0,general
1649,1650,24,798,420,3,cash,2017-03-06 22:37:04.511,140.0,general
2432,2433,24,958,420,3,debit,2017-03-12 01:15:58.095,140.0,general
809,810,24,930,420,3,debit,2017-03-23 03:36:14.497,140.0,general
1308,1309,24,940,420,3,credit_card,2017-03-24 00:53:34.401,140.0,general
1249,1250,24,861,420,3,debit,2017-03-06 23:01:27.158,140.0,general
2590,2591,24,808,420,3,debit,2017-03-22 18:12:05.248,140.0,general
2342,2343,24,868,420,3,cash,2017-03-16 17:33:36.306,140.0,general
537,538,21,997,426,3,debit,2017-03-18 19:15:45.916,142.0,general
1171,1172,21,921,426,3,cash,2017-03-03 22:16:14.429,142.0,general
274,275,5,967,426,3,cash,2017-03-03 07:38:55.790,142.0,general
589,590,5,826,426,3,debit,2017-03-04 20:27:18.412,142.0,general
1439,1440,37,736,426,3,credit_card,2017-03-30 19:53:46.521,142.0,general
800,801,45,853,426,3,credit_card,2017-03-04 04:05:45.461,142.0,general
2296,2297,21,802,426,3,debit,2017-03-14 14:30:10.829,142.0,general
2944,2945,21,870,426,3,credit_card,2017-03-07 09:54:33.116,142.0,general
4812,4813,37,741,426,3,cash,2017-03-11 15:21:07.902,142.0,general
805,806,45,865,426,3,cash,2017-03-15 01:57:43.002,142.0,general
807,808,21,856,426,3,credit_card,2017-03-11 14:06:36.479,142.0,general
3502,3503,37,977,426,3,credit_card,2017-03-26 03:09:07.373,142.0,general
2647,2648,21,802,426,3,credit_card,2017-03-26 18:22:39.952,142.0,general
1692,1693,21,732,426,3,debit,2017-03-24 06:54:38.210,142.0,general
2828,2829,5,942,426,3,cash,2017-03-25 12:42:58.779,142.0,general
195,196,37,745,426,3,credit_card,2017-03-01 03:00:39.216,142.0,general
3667,3668,37,875,426,3,cash,2017-03-10 16:00:56.046,142.0,general
4091,4092,21,775,426,3,credit_card,2017-03-28 05:01:59.427,142.0,general
138,139,5,915,426,3,cash,2017-03-28 00:09:49.663,142.0,general
4950,4951,5,994,426,3,cash,2017-03-02 13:24:11.309,142.0,general
671,672,45,778,426,3,credit_card,2017-03-19 03:39:24.557,142.0,general
3821,3822,37,956,426,3,cash,2017-03-30 17:21:03.985,142.0,general
1045,1046,21,968,426,3,cash,2017-03-20 07:47:54.220,142.0,general
3519,3520,37,744,426,3,credit_card,2017-03-23 12:25:32.613,142.0,general
2813,2814,37,932,426,3,debit,2017-03-18 07:59:55.296,142.0,general
3399,3400,21,721,426,3,credit_card,2017-03-10 19:36:46.648,142.0,general
2614,2615,21,768,426,3,cash,2017-03-18 11:20:21.223,142.0,general
2150,2151,21,794,426,3,cash,2017-03-25 05:52:29.941,142.0,general
371,372,37,986,426,3,credit_card,2017-03-05 08:46:09.526,142.0,general
2218,2219,45,933,426,3,debit,2017-03-05 11:58:48.509,142.0,general
4928,4929,37,988,426,3,debit,2017-03-20 14:35:44.386,142.0,general
4721,4722,5,919,426,3,cash,2017-03-24 01:17:46.801,142.0,general
3889,3890,37,916,426,3,debit,2017-03-06 09:59:22.523,142.0,general
2976,2977,21,858,426,3,credit_card,2017-03-18 22:36:31.160,142.0,general
3800,3801,5,920,426,3,cash,2017-03-08 07:07:17.887,142.0,general
2989,2990,45,982,426,3,credit_card,2017-03-17 07:23:34.621,142.0,general
3137,3138,21,890,426,3,cash,2017-03-18 08:03:45.829,142.0,general
2407,2408,44,836,432,3,debit,2017-03-26 16:30:27.131,144.0,general
334,335,44,829,432,3,debit,2017-03-23 21:27:09.332,144.0,general
4984,4985,44,966,432,3,credit_card,2017-03-15 20:12:31.052,144.0,general
4200,4201,44,716,432,3,debit,2017-03-28 13:34:02.168,144.0,general
3926,3927,44,951,432,3,debit,2017-03-03 03:21:20.195,144.0,general
3166,3167,44,999,432,3,credit_card,2017-03-06 21:59:46.275,144.0,general
4921,4922,44,858,432,3,credit_card,2017-03-05 17:21:41.331,144.0,general
4707,4708,44,702,432,3,cash,2017-03-07 23:19:24.295,144.0,general
2705,2706,44,991,432,3,debit,2017-03-24 01:28:21.534,144.0,general
1959,1960,44,823,432,3,debit,2017-03-29 06:25:06.170,144.0,general
150,151,47,718,435,3,credit_card,2017-03-06 05:24:17.030,145.0,general
360,361,80,963,435,3,debit,2017-03-11 08:31:02.304,145.0,general
2201,2202,47,769,435,3,credit_card,2017-03-23 08:13:19.171,145.0,general
666,667,47,864,435,3,debit,2017-03-12 00:12:02.948,145.0,general
4215,4216,80,878,435,3,debit,2017-03-05 03:07:32.084,145.0,general
2024,2025,80,910,435,3,debit,2017-03-05 06:44:01.724,145.0,general
1746,1747,47,963,435,3,credit_card,2017-03-09 23:34:35.019,145.0,general
3452,3453,47,701,435,3,debit,2017-03-07 14:18:07.893,145.0,general
1998,1999,80,990,435,3,debit,2017-03-07 07:23:36.154,145.0,general
1571,1572,47,913,435,3,cash,2017-03-23 09:14:27.218,145.0,general
4676,4677,47,909,435,3,debit,2017-03-14 23:45:42.969,145.0,general
382,383,80,867,435,3,credit_card,2017-03-30 17:30:16.181,145.0,general
3480,3481,47,794,435,3,credit_card,2017-03-02 13:39:26.823,145.0,general
2991,2992,80,990,435,3,debit,2017-03-18 10:06:11.339,145.0,general
4146,4147,80,847,435,3,credit_card,2017-03-24 15:36:49.819,145.0,general
1395,1396,80,945,435,3,debit,2017-03-10 08:02:41.763,145.0,general
3996,3997,47,900,435,3,credit_card,2017-03-14 17:56:28.783,145.0,general
1198,1199,22,802,438,3,cash,2017-03-11 01:36:17.034,146.0,general
3138,3139,52,925,438,3,credit_card,2017-03-13 06:47:20.979,146.0,general
47,48,52,791,438,3,cash,2017-03-05 15:50:50.936,146.0,general
4397,4398,52,946,438,3,cash,2017-03-17 13:21:52.181,146.0,general
1219,1220,22,756,438,3,credit_card,2017-03-13 20:34:05.140,146.0,general
2752,2753,22,929,438,3,debit,2017-03-24 19:58:24.329,146.0,general
2347,2348,52,820,438,3,debit,2017-03-28 09:52:58.139,146.0,general
398,399,22,749,438,3,cash,2017-03-13 14:53:54.341,146.0,general
1891,1892,52,937,438,3,credit_card,2017-03-12 05:50:06.249,146.0,general
1857,1858,22,756,438,3,credit_card,2017-03-21 15:55:16.645,146.0,general
1182,1183,22,830,438,3,cash,2017-03-09 02:33:22.855,146.0,general
2304,2305,22,911,438,3,cash,2017-03-25 01:21:40.741,146.0,general
4070,4071,57,774,441,3,cash,2017-03-27 18:19:07.929,147.0,general
4965,4966,57,800,441,3,credit_card,2017-03-29 03:03:03.640,147.0,general
332,333,57,794,441,3,credit_card,2017-03-22 00:43:46.531,147.0,general
3646,3647,57,857,441,3,debit,2017-03-18 18:30:31.717,147.0,general
177,178,57,849,441,3,cash,2017-03-20 05:20:19.659,147.0,general
1637,1638,57,992,441,3,cash,2017-03-25 13:41:29.298,147.0,general
3970,3971,57,961,441,3,debit,2017-03-12 06:44:52.477,147.0,general
140,141,57,930,441,3,debit,2017-03-15 12:36:14.153,147.0,general
4375,4376,57,945,441,3,credit_card,2017-03-19 19:51:33.843,147.0,general
3539,3540,57,991,441,3,cash,2017-03-05 04:45:12.112,147.0,general
4830,4831,57,831,441,3,credit_card,2017-03-02 23:22:39.422,147.0,general
2923,2924,57,948,441,3,debit,2017-03-18 19:15:30.261,147.0,general
4964,4965,10,836,444,3,credit_card,2017-03-17 14:34:14.011,148.0,general
4516,4517,3,786,444,3,credit_card,2017-03-26 12:37:49.537,148.0,general
664,665,3,858,444,3,debit,2017-03-26 07:35:11.806,148.0,general
601,602,10,891,444,3,credit_card,2017-03-20 07:19:17.397,148.0,general
3521,3522,10,931,444,3,debit,2017-03-30 04:18:10.802,148.0,general
1003,1004,10,869,444,3,debit,2017-03-15 05:44:24.940,148.0,general
3547,3548,3,918,444,3,cash,2017-03-22 13:58:35.936,148.0,general
2886,2887,3,868,444,3,cash,2017-03-14 16:36:21.529,148.0,general
1409,1410,100,972,444,4,credit_card,2017-03-21 13:33:54.637,111.0,general
3704,3705,3,914,444,3,debit,2017-03-24 03:57:23.453,148.0,general
1209,1210,10,897,444,3,credit_card,2017-03-25 14:08:59.926,148.0,general
1346,1347,100,764,444,4,cash,2017-03-20 01:51:26.554,111.0,general
685,686,3,990,444,3,cash,2017-03-16 09:31:30.023,148.0,general
2339,2340,10,793,444,3,cash,2017-03-24 14:42:31.285,148.0,general
1895,1896,10,764,444,3,cash,2017-03-22 12:21:36.235,148.0,general
1879,1880,10,706,444,3,debit,2017-03-02 04:20:54.801,148.0,general
534,535,10,989,444,3,credit_card,2017-03-22 03:28:38.949,148.0,general
4059,4060,100,701,444,4,debit,2017-03-01 07:14:04.882,111.0,general
1212,1213,10,836,444,3,credit_card,2017-03-02 17:32:29.877,148.0,general
3870,3871,10,872,444,3,cash,2017-03-28 18:21:05.122,148.0,general
3272,3273,10,873,444,3,cash,2017-03-05 15:14:06.180,148.0,general
4434,4435,3,800,444,3,debit,2017-03-09 13:00:36.023,148.0,general
1043,1044,10,965,444,3,debit,2017-03-11 03:24:15.278,148.0,general
1971,1972,10,848,444,3,credit_card,2017-03-07 12:43:53.856,148.0,general
4944,4945,10,933,444,3,credit_card,2017-03-09 17:05:48.708,148.0,general
1087,1088,10,725,444,3,cash,2017-03-26 08:24:32.891,148.0,general
614,615,3,806,444,3,cash,2017-03-26 05:03:59.768,148.0,general
4610,4611,87,803,447,3,credit_card,2017-03-03 11:24:58.882,149.0,general
3993,3994,87,707,447,3,credit_card,2017-03-17 12:37:01.364,149.0,general
3843,3844,87,802,447,3,debit,2017-03-28 23:34:54.286,149.0,general
4452,4453,87,701,447,3,credit_card,2017-03-21 02:21:43.067,149.0,general
1482,1483,87,885,447,3,debit,2017-03-27 05:41:08.576,149.0,general
820,821,87,866,447,3,credit_card,2017-03-01 09:52:50.532,149.0,general
14,15,87,849,447,3,credit_card,2017-03-10 11:23:18.057,149.0,general
2428,2429,87,792,447,3,debit,2017-03-30 02:08:50.211,149.0,general
2983,2984,87,909,447,3,debit,2017-03-26 16:50:11.302,149.0,general
1695,1696,53,857,448,4,credit_card,2017-03-10 06:46:29.673,112.0,general
2088,2089,53,791,448,4,cash,2017-03-11 19:41:48.106,112.0,general
2579,2580,7,964,448,4,debit,2017-03-15 10:53:57.820,112.0,general
3342,3343,7,890,448,4,credit_card,2017-03-12 05:36:31.829,112.0,general
4974,4975,7,925,448,4,credit_card,2017-03-24 13:13:53.597,112.0,general
3640,3641,53,772,448,4,credit_card,2017-03-05 02:57:02.999,112.0,general
1560,1561,7,773,448,4,credit_card,2017-03-18 15:12:47.091,112.0,general
989,990,92,864,450,5,cash,2017-03-28 16:17:44.498,90.0,general
942,943,93,915,456,4,cash,2017-03-12 07:00:38.892,114.0,general
4024,4025,93,721,456,4,debit,2017-03-05 07:07:32.580,114.0,general
4387,4388,93,913,456,4,credit_card,2017-03-23 08:50:35.222,114.0,general
2072,2073,93,875,456,4,cash,2017-03-04 07:59:27.674,114.0,general
594,595,93,772,456,4,debit,2017-03-27 10:58:26.072,114.0,general
1152,1153,96,985,459,3,cash,2017-03-07 22:53:13.184,153.0,general
4142,4143,84,826,459,3,credit_card,2017-03-25 09:35:59.733,153.0,general
438,439,84,835,459,3,debit,2017-03-15 23:32:06.894,153.0,general
4751,4752,74,797,459,3,cash,2017-03-16 12:15:05.906,153.0,general
446,447,96,957,459,3,debit,2017-03-09 08:40:39.636,153.0,general
2004,2005,30,705,459,3,cash,2017-03-28 00:10:50.648,153.0,general
4140,4141,84,914,459,3,debit,2017-03-29 02:42:00.426,153.0,general
1517,1518,74,931,459,3,debit,2017-03-18 13:11:58.037,153.0,general
3938,3939,74,985,459,3,cash,2017-03-22 06:10:11.574,153.0,general
1498,1499,30,784,459,3,debit,2017-03-17 10:27:49.458,153.0,general
563,564,74,987,459,3,cash,2017-03-30 16:38:23.020,153.0,general
1185,1186,84,979,459,3,debit,2017-03-17 03:42:44.604,153.0,general
2655,2656,96,919,459,3,credit_card,2017-03-14 09:03:05.187,153.0,general
2463,2464,96,839,459,3,cash,2017-03-07 18:42:38.951,153.0,general
851,852,15,801,459,3,credit_card,2017-03-25 18:03:16.767,153.0,general
2726,2727,15,832,459,3,debit,2017-03-21 06:39:12.468,153.0,general
587,588,15,784,459,3,credit_card,2017-03-30 00:36:01.921,153.0,general
52,53,30,968,459,3,cash,2017-03-28 08:15:20.462,153.0,general
383,384,30,858,459,3,cash,2017-03-18 14:01:26.721,153.0,general
2247,2248,15,740,459,3,credit_card,2017-03-29 05:01:02.647,153.0,general
3478,3479,84,745,459,3,credit_card,2017-03-06 07:09:55.443,153.0,general
2363,2364,74,731,459,3,credit_card,2017-03-28 07:46:20.286,153.0,general
3279,3280,30,865,459,3,credit_card,2017-03-13 10:14:06.387,153.0,general
4310,4311,30,892,459,3,debit,2017-03-27 08:19:21.683,153.0,general
3040,3041,30,921,459,3,cash,2017-03-14 21:49:44.239,153.0,general
1937,1938,84,990,459,3,cash,2017-03-15 08:10:20.201,153.0,general
1925,1926,96,900,459,3,cash,2017-03-11 17:06:35.356,153.0,general
583,584,96,893,459,3,cash,2017-03-20 15:55:04.603,153.0,general
344,345,84,726,459,3,credit_card,2017-03-03 12:54:12.894,153.0,general
1029,1030,84,944,459,3,credit_card,2017-03-21 03:20:04.440,153.0,general
2333,2334,74,911,459,3,debit,2017-03-14 02:12:24.401,153.0,general
1044,1045,30,727,459,3,debit,2017-03-17 22:48:11.112,153.0,general
3898,3899,30,764,459,3,cash,2017-03-26 19:36:58.706,153.0,general
1686,1687,74,901,459,3,credit_card,2017-03-01 00:43:38.531,153.0,general
2077,2078,74,986,459,3,cash,2017-03-07 14:30:53.560,153.0,general
4730,4731,84,899,459,3,debit,2017-03-08 16:38:37.661,153.0,general
2369,2370,15,747,459,3,credit_card,2017-03-28 12:18:43.484,153.0,general
4186,4187,30,801,459,3,debit,2017-03-29 01:15:27.721,153.0,general
3176,3177,96,856,459,3,debit,2017-03-01 07:47:32.349,153.0,general
1302,1303,30,948,459,3,debit,2017-03-12 07:04:35.325,153.0,general
1102,1103,15,883,459,3,debit,2017-03-06 18:35:17.790,153.0,general
3982,3983,96,922,459,3,debit,2017-03-11 19:58:25.381,153.0,general
1691,1692,84,766,459,3,debit,2017-03-09 01:39:10.034,153.0,general
1967,1968,84,871,459,3,credit_card,2017-03-07 06:56:57.066,153.0,general
2387,2388,30,723,459,3,cash,2017-03-26 03:56:47.373,153.0,general
4267,4268,96,937,459,3,credit_card,2017-03-02 16:16:30.439,153.0,general
1342,1343,84,821,459,3,debit,2017-03-18 06:35:31.460,153.0,general
779,780,74,956,459,3,debit,2017-03-20 18:17:02.426,153.0,general
2698,2699,15,760,459,3,debit,2017-03-27 04:34:05.360,153.0,general
775,776,96,981,459,3,credit_card,2017-03-06 13:38:46.475,153.0,general
1093,1094,96,882,459,3,credit_card,2017-03-17 09:17:10.273,153.0,general
3361,3362,96,783,459,3,cash,2017-03-18 19:38:56.438,153.0,general
1429,1430,30,812,459,3,credit_card,2017-03-29 03:23:55.757,153.0,general
3605,3606,74,936,459,3,debit,2017-03-24 02:12:30.931,153.0,general
3686,3687,30,855,459,3,credit_card,2017-03-16 07:51:34.678,153.0,general
1428,1429,15,784,459,3,credit_card,2017-03-28 20:31:42.005,153.0,general
4680,4681,84,986,459,3,credit_card,2017-03-28 05:31:10.743,153.0,general
3682,3683,96,915,459,3,credit_card,2017-03-12 13:32:15.155,153.0,general
4060,4061,84,851,459,3,cash,2017-03-26 05:01:42.706,153.0,general
75,76,84,744,459,3,cash,2017-03-06 00:39:26.939,153.0,general
4664,4665,84,958,459,3,debit,2017-03-22 16:00:13.778,153.0,general
36,37,84,979,459,3,credit_card,2017-03-05 22:44:34.189,153.0,general
312,313,96,718,459,3,cash,2017-03-10 20:06:40.020,153.0,general
1435,1436,96,743,459,3,cash,2017-03-23 02:21:02.343,153.0,general
2288,2289,30,942,459,3,debit,2017-03-30 08:50:40.381,153.0,general
2051,2052,84,954,459,3,credit_card,2017-03-30 16:00:45.149,153.0,general
391,392,84,862,459,3,credit_card,2017-03-20 16:41:39.662,153.0,general
4390,4391,65,759,462,3,credit_card,2017-03-14 20:47:04.830,154.0,general
2263,2264,65,817,462,3,cash,2017-03-07 20:17:03.579,154.0,general
559,560,65,807,462,3,debit,2017-03-30 08:25:56.324,154.0,general
3934,3935,65,912,462,3,credit_card,2017-03-05 12:11:01.060,154.0,general
906,907,65,972,462,3,credit_card,2017-03-06 03:16:26.942,154.0,general
3634,3635,65,749,462,3,credit_card,2017-03-23 06:34:59.925,154.0,general
4781,4782,65,888,462,3,debit,2017-03-26 06:59:44.510,154.0,general
2851,2852,65,969,462,3,credit_card,2017-03-29 19:22:54.154,154.0,general
1098,1099,65,947,462,3,debit,2017-03-27 07:23:13.419,154.0,general
1089,1090,65,831,462,3,debit,2017-03-04 03:51:11.385,154.0,general
4954,4955,14,827,464,4,debit,2017-03-20 01:24:25.738,116.0,general
2576,2577,14,721,464,4,credit_card,2017-03-02 13:15:36.411,116.0,general
4077,4078,14,965,464,4,debit,2017-03-30 18:37:53.886,116.0,general
166,167,14,754,464,4,debit,2017-03-07 19:47:42.503,116.0,general
2815,2816,14,849,464,4,credit_card,2017-03-29 05:41:39.048,116.0,general
2133,2134,14,875,464,4,cash,2017-03-16 17:07:37.701,116.0,general
4462,4463,14,767,464,4,debit,2017-03-08 20:55:41.416,116.0,general
32,33,76,712,465,3,credit_card,2017-03-10 23:54:09.743,155.0,general
3396,3397,76,960,465,3,credit_card,2017-03-21 14:46:52.210,155.0,general
3779,3780,76,870,465,3,cash,2017-03-27 14:10:03.222,155.0,general
2593,2594,76,759,465,3,credit_card,2017-03-16 11:29:49.571,155.0,general
2748,2749,76,794,465,3,debit,2017-03-18 18:43:50.405,155.0,general
1305,1306,76,987,465,3,cash,2017-03-30 06:51:30.709,155.0,general
2968,2969,76,969,465,3,credit_card,2017-03-15 10:36:06.786,155.0,general
2662,2663,76,908,465,3,debit,2017-03-06 10:36:36.785,155.0,general
738,739,76,744,465,3,debit,2017-03-04 05:19:54.826,155.0,general
2700,2701,76,962,465,3,cash,2017-03-07 04:21:53.273,155.0,general
3683,3684,76,752,465,3,cash,2017-03-08 10:32:33.109,155.0,general
2497,2498,77,956,468,3,credit_card,2017-03-29 23:25:33.610,156.0,general
2617,2618,48,721,468,4,debit,2017-03-07 11:35:25.264,117.0,general
167,168,56,913,468,4,credit_card,2017-03-11 19:37:55.888,117.0,general
2320,2321,77,963,468,3,debit,2017-03-27 16:38:23.170,156.0,general
3702,3703,23,944,468,3,cash,2017-03-09 22:15:46.688,156.0,general
3485,3486,23,848,468,3,credit_card,2017-03-18 16:20:52.925,156.0,general
389,390,23,929,468,3,credit_card,2017-03-12 17:23:49.541,156.0,general
2420,2421,77,828,468,3,debit,2017-03-14 12:32:08.095,156.0,general
4199,4200,23,801,468,3,debit,2017-03-14 03:40:20.695,156.0,general
599,600,77,853,468,3,debit,2017-03-09 09:24:37.358,156.0,general
2809,2810,18,790,468,3,cash,2017-03-15 00:28:38.382,156.0,general
894,895,77,973,468,3,debit,2017-03-23 09:42:21.552,156.0,general
2881,2882,48,964,468,4,credit_card,2017-03-09 08:45:12.590,117.0,general
3076,3077,18,750,468,3,cash,2017-03-14 02:08:35.600,156.0,general
3990,3991,23,981,468,3,credit_card,2017-03-09 08:17:47.948,156.0,general
713,714,56,907,468,4,cash,2017-03-09 03:49:47.640,117.0,general
1459,1460,23,761,468,3,debit,2017-03-10 03:31:56.767,156.0,general
1970,1971,16,910,468,3,cash,2017-03-22 02:20:31.994,156.0,general
4208,4209,48,934,468,4,cash,2017-03-29 13:19:39.545,117.0,general
2834,2835,18,722,468,3,debit,2017-03-10 03:09:41.467,156.0,general
3556,3557,23,783,468,3,debit,2017-03-07 04:48:49.789,156.0,general
1651,1652,23,783,468,3,debit,2017-03-20 14:49:45.182,156.0,general
1774,1775,16,791,468,3,debit,2017-03-09 19:00:13.496,156.0,general
3980,3981,56,931,468,4,cash,2017-03-09 01:46:30.394,117.0,general
4605,4606,18,957,468,3,debit,2017-03-17 11:41:51.445,156.0,general
336,337,18,969,468,3,debit,2017-03-26 00:49:21.611,156.0,general
4241,4242,16,703,468,3,credit_card,2017-03-05 13:21:24.940,156.0,general
640,641,18,739,468,3,cash,2017-03-20 10:10:37.478,156.0,general
1915,1916,16,778,468,3,debit,2017-03-27 21:20:45.223,156.0,general
3021,3022,77,974,468,3,debit,2017-03-18 04:27:56.679,156.0,general
2501,2502,23,726,468,3,debit,2017-03-01 19:47:37.884,156.0,general
2667,2668,18,834,468,3,credit_card,2017-03-23 21:53:56.231,156.0,general
1291,1292,18,945,468,3,credit_card,2017-03-13 14:18:07.028,156.0,general
4080,4081,16,938,468,3,cash,2017-03-05 09:19:00.182,156.0,general
1646,1647,77,735,468,3,debit,2017-03-25 19:37:51.112,156.0,general
1718,1719,23,830,468,3,credit_card,2017-03-26 00:55:15.754,156.0,general
4013,4014,77,880,468,3,debit,2017-03-11 03:24:42.866,156.0,general
2681,2682,18,862,468,3,credit_card,2017-03-15 11:05:25.342,156.0,general
4679,4680,16,895,468,3,debit,2017-03-06 21:00:54.592,156.0,general
2482,2483,48,928,468,4,credit_card,2017-03-24 13:27:35.132,117.0,general
2823,2824,56,906,468,4,debit,2017-03-29 09:24:53.309,117.0,general
856,857,2,793,470,5,credit_card,2017-03-16 01:33:27.930,94.0,general
3643,3644,41,764,472,4,debit,2017-03-30 21:26:50.018,118.0,general
3389,3390,9,793,472,4,cash,2017-03-28 06:03:12.781,118.0,general
3721,3722,41,923,472,4,credit_card,2017-03-16 14:54:31.917,118.0,general
